Water level ,Time,Date
-0.96,6:12:00 AM,6/30/2022
-0.9,6:18:00 AM,6/30/2022
-0.83,6:24:00 AM,6/30/2022
-0.77,6:30:00 AM,6/30/2022
-0.69,6:36:00 AM,6/30/2022
-0.63,6:42:00 AM,6/30/2022
-0.56,6:48:00 AM,6/30/2022
-0.5,6:54:00 AM,6/30/2022
-0.41,7:00:00 AM,6/30/2022
-0.34,7:06:00 AM,6/30/2022
-0.27,7:12:00 AM,6/30/2022
-0.22,7:18:00 AM,6/30/2022
-0.14,7:24:00 AM,6/30/2022
-0.11,7:30:00 AM,6/30/2022
-0.02,7:36:00 AM,6/30/2022
-0.08,7:42:00 AM,6/30/2022
0.09,7:48:00 AM,6/30/2022
0.1,7:54:00 AM,6/30/2022
0.21,8:00:00 AM,6/30/2022
0.28,8:06:00 AM,6/30/2022
0.32,8:12:00 AM,6/30/2022
0.41,8:18:00 AM,6/30/2022
0.5,8:24:00 AM,6/30/2022
0.6,8:36:00 AM,6/30/2022
0.67,8:42:00 AM,6/30/2022
0.68,8:48:00 AM,6/30/2022
0.75,8:54:00 AM,6/30/2022
0.84,9:00:00 AM,6/30/2022
0.88,9:06:00 AM,6/30/2022
0.9,9:12:00 AM,6/30/2022
0.93,9:18:00 AM,6/30/2022
0.99,9:24:00 AM,6/30/2022
1.05,9:30:00 AM,6/30/2022
1.04,9:36:00 AM,6/30/2022
1.05,9:42:00 AM,6/30/2022
1.07,9:48:00 AM,6/30/2022
1.1,9:54:00 AM,6/30/2022
1.04,10:00:00 AM,6/30/2022
1.07,10:06:00 AM,6/30/2022
1.01,10:12:00 AM,6/30/2022
1.02,10:18:00 AM,6/30/2022
0.97,10:24:00 AM,6/30/2022
0.92,10:30:00 AM,6/30/2022
0.9,10:36:00 AM,6/30/2022
0.82,10:42:00 AM,6/30/2022
0.75,10:48:00 AM,6/30/2022
0.62,10:54:00 AM,6/30/2022
0.64,11:00:00 AM,6/30/2022
0.58,11:06:00 AM,6/30/2022
0.52,11:12:00 AM,6/30/2022
0.43,11:18:00 AM,6/30/2022
0.43,11:24:00 AM,6/30/2022
0.34,11:30:00 AM,6/30/2022
0.22,11:36:00 AM,6/30/2022
0.22,11:42:00 AM,6/30/2022
0.14,11:48:00 AM,6/30/2022
0.09,11:54:00 AM,6/30/2022
-0.03,12:00:00 PM,6/30/2022
-0.04,12:06:00 PM,6/30/2022
-0.14,12:12:00 PM,6/30/2022
-0.26,12:18:00 PM,6/30/2022
-0.26,12:24:00 PM,6/30/2022
-0.38,12:36:00 PM,6/30/2022
-0.47,12:42:00 PM,6/30/2022
-0.54,12:48:00 PM,6/30/2022
-0.62,12:54:00 PM,6/30/2022
-0.7,1:00:00 PM,6/30/2022
-0.75,1:06:00 PM,6/30/2022
-0.87,1:12:00 PM,6/30/2022
-0.9,1:18:00 PM,6/30/2022
-0.96,1:24:00 PM,6/30/2022
-1.03,1:30:00 PM,6/30/2022
-1.1,1:36:00 PM,6/30/2022
-1.15,1:42:00 PM,6/30/2022
-1.24,1:48:00 PM,6/30/2022
-1.33,1:54:00 PM,6/30/2022
-1.4,2:00:00 PM,6/30/2022
-1.49,2:06:00 PM,6/30/2022
-1.68,2:12:00 PM,6/30/2022
-1.59,2:18:00 PM,6/30/2022
-1.67,2:24:00 PM,6/30/2022
-1.69,2:30:00 PM,6/30/2022
-1.79,2:36:00 PM,6/30/2022
-1.86,2:42:00 PM,6/30/2022
-1.93,2:48:00 PM,6/30/2022
-1.93,2:54:00 PM,6/30/2022
-2,3:00:00 PM,6/30/2022
-2.04,3:06:00 PM,6/30/2022
-2.05,3:12:00 PM,6/30/2022
-2.06,3:18:00 PM,6/30/2022
-2.02,3:24:00 PM,6/30/2022
-2,3:30:00 PM,6/30/2022
-2.01,3:36:00 PM,6/30/2022
-1.96,3:42:00 PM,6/30/2022
-1.95,3:48:00 PM,6/30/2022
-1.88,3:54:00 PM,6/30/2022
-1.86,4:00:00 PM,6/30/2022
-1.81,4:06:00 PM,6/30/2022
-1.77,4:12:00 PM,6/30/2022
-1.67,4:18:00 PM,6/30/2022
-1.69,4:24:00 PM,6/30/2022
-1.51,4:36:00 PM,6/30/2022
-1.54,4:42:00 PM,6/30/2022
-1.43,4:48:00 PM,6/30/2022
-1.41,4:54:00 PM,6/30/2022
-1.35,5:00:00 PM,6/30/2022
-1.29,5:06:00 PM,6/30/2022
-1.24,5:12:00 PM,6/30/2022
-1.21,5:18:00 PM,6/30/2022
-1.13,5:24:00 PM,6/30/2022
-1.05,5:30:00 PM,6/30/2022
-1.01,5:36:00 PM,6/30/2022
-0.98,5:42:00 PM,6/30/2022
-0.84,5:48:00 PM,6/30/2022
-0.78,5:54:00 PM,6/30/2022
-0.69,6:00:00 PM,6/30/2022
-0.6,6:06:00 PM,6/30/2022
-0.54,6:12:00 PM,6/30/2022
-0.45,6:18:00 PM,6/30/2022
-0.35,6:24:00 PM,6/30/2022
-0.3,6:30:00 PM,6/30/2022
-0.19,6:36:00 PM,6/30/2022
-0.13,6:42:00 PM,6/30/2022
-0.04,6:48:00 PM,6/30/2022
0.05,6:54:00 PM,6/30/2022
0.13,7:00:00 PM,6/30/2022
0.23,7:06:00 PM,6/30/2022
0.3,7:12:00 PM,6/30/2022
0.38,7:18:00 PM,6/30/2022
0.41,7:24:00 PM,6/30/2022
0.57,7:30:00 PM,6/30/2022
0.66,7:36:00 PM,6/30/2022
0.75,7:42:00 PM,6/30/2022
0.82,7:48:00 PM,6/30/2022
0.91,7:54:00 PM,6/30/2022
0.97,8:00:00 PM,6/30/2022
1.06,8:06:00 PM,6/30/2022
1.13,8:12:00 PM,6/30/2022
1.2,8:18:00 PM,6/30/2022
1.25,8:24:00 PM,6/30/2022
1.33,8:30:00 PM,6/30/2022
1.41,8:36:00 PM,6/30/2022
1.49,8:42:00 PM,6/30/2022
1.56,8:48:00 PM,6/30/2022
1.61,8:54:00 PM,6/30/2022
1.69,9:00:00 PM,6/30/2022
1.75,9:06:00 PM,6/30/2022
1.79,9:12:00 PM,6/30/2022
1.85,9:18:00 PM,6/30/2022
1.89,9:24:00 PM,6/30/2022
1.93,9:30:00 PM,6/30/2022
1.95,9:36:00 PM,6/30/2022
2.01,9:42:00 PM,6/30/2022
2.03,9:48:00 PM,6/30/2022
2.06,9:54:00 PM,6/30/2022
2.05,10:00:00 PM,6/30/2022
2.08,10:06:00 PM,6/30/2022
2.1,10:12:00 PM,6/30/2022
2.09,10:18:00 PM,6/30/2022
2.08,10:24:00 PM,6/30/2022
2.04,10:30:00 PM,6/30/2022
2.03,10:36:00 PM,6/30/2022
1.98,10:42:00 PM,6/30/2022
1.94,10:48:00 PM,6/30/2022
1.89,10:54:00 PM,6/30/2022
1.82,11:00:00 PM,6/30/2022
1.76,11:06:00 PM,6/30/2022
1.71,11:12:00 PM,6/30/2022
1.63,11:18:00 PM,6/30/2022
1.58,11:24:00 PM,6/30/2022
1.51,11:30:00 PM,6/30/2022
1.43,11:36:00 PM,6/30/2022
1.38,11:42:00 PM,6/30/2022
1.33,11:48:00 PM,6/30/2022
1.25,11:54:00 PM,6/30/2022
1.2,12:00:00 AM,7/1/2022
1.14,12:06:00 AM,7/1/2022
1.1,12:12:00 AM,7/1/2022
1.05,12:18:00 AM,7/1/2022
0.98,12:24:00 AM,7/1/2022
0.92,12:30:00 AM,7/1/2022
0.68,12:48:00 AM,7/1/2022
0.62,12:54:00 AM,7/1/2022
0.55,1:00:00 AM,7/1/2022
0.46,1:06:00 AM,7/1/2022
0.37,1:12:00 AM,7/1/2022
0.28,1:18:00 AM,7/1/2022
0.23,1:24:00 AM,7/1/2022
0.15,1:30:00 AM,7/1/2022
0.06,1:36:00 AM,7/1/2022
-0.02,1:42:00 AM,7/1/2022
-0.51,2:18:00 AM,7/1/2022
-0.57,2:24:00 AM,7/1/2022
-0.67,2:30:00 AM,7/1/2022
-0.74,2:36:00 AM,7/1/2022
-0.84,2:42:00 AM,7/1/2022
-0.94,2:48:00 AM,7/1/2022
-1.02,2:54:00 AM,7/1/2022
-1.09,3:00:00 AM,7/1/2022
-1.15,3:06:00 AM,7/1/2022
-1.22,3:12:00 AM,7/1/2022
-1.29,3:18:00 AM,7/1/2022
-1.38,3:24:00 AM,7/1/2022
-1.48,3:36:00 AM,7/1/2022
-1.54,3:42:00 AM,7/1/2022
-1.61,3:48:00 AM,7/1/2022
-1.68,3:54:00 AM,7/1/2022
-1.75,4:00:00 AM,7/1/2022
-1.77,4:06:00 AM,7/1/2022
-1.82,4:12:00 AM,7/1/2022
-1.87,4:18:00 AM,7/1/2022
-1.88,4:24:00 AM,7/1/2022
-1.96,4:30:00 AM,7/1/2022
-1.96,4:36:00 AM,7/1/2022
-1.98,4:42:00 AM,7/1/2022
-1.99,4:48:00 AM,7/1/2022
-1.95,4:54:00 AM,7/1/2022
-1.95,5:00:00 AM,7/1/2022
-1.93,5:06:00 AM,7/1/2022
-1.9,5:12:00 AM,7/1/2022
-1.84,5:18:00 AM,7/1/2022
-1.78,5:24:00 AM,7/1/2022
-1.56,5:48:00 AM,7/1/2022
-1.52,5:54:00 AM,7/1/2022
-1.4,6:00:00 AM,7/1/2022
-1.33,6:06:00 AM,7/1/2022
-1.27,6:12:00 AM,7/1/2022
-1.2,6:18:00 AM,7/1/2022
-1.15,6:24:00 AM,7/1/2022
-1.02,6:36:00 AM,7/1/2022
-0.95,6:42:00 AM,7/1/2022
-0.92,6:48:00 AM,7/1/2022
-0.82,6:54:00 AM,7/1/2022
-0.79,7:00:00 AM,7/1/2022
-0.74,7:06:00 AM,7/1/2022
-0.69,7:12:00 AM,7/1/2022
-0.64,7:18:00 AM,7/1/2022
-0.55,7:24:00 AM,7/1/2022
-0.48,7:30:00 AM,7/1/2022
-0.36,7:36:00 AM,7/1/2022
-0.32,7:42:00 AM,7/1/2022
-0.28,7:48:00 AM,7/1/2022
-0.18,7:54:00 AM,7/1/2022
-0.11,8:00:00 AM,7/1/2022
-0.06,8:06:00 AM,7/1/2022
-0.02,8:12:00 AM,7/1/2022
0.04,8:18:00 AM,7/1/2022
0.1,8:24:00 AM,7/1/2022
0.15,8:30:00 AM,7/1/2022
0.2,8:36:00 AM,7/1/2022
0.27,8:42:00 AM,7/1/2022
0.29,8:48:00 AM,7/1/2022
0.38,8:54:00 AM,7/1/2022
0.46,9:00:00 AM,7/1/2022
0.5,9:06:00 AM,7/1/2022
0.55,9:12:00 AM,7/1/2022
0.69,9:30:00 AM,7/1/2022
0.74,9:36:00 AM,7/1/2022
0.79,9:42:00 AM,7/1/2022
0.86,9:48:00 AM,7/1/2022
0.89,9:54:00 AM,7/1/2022
0.92,10:00:00 AM,7/1/2022
0.93,10:06:00 AM,7/1/2022
0.98,10:12:00 AM,7/1/2022
0.99,10:18:00 AM,7/1/2022
1.01,10:24:00 AM,7/1/2022
0.99,10:36:00 AM,7/1/2022
0.98,10:42:00 AM,7/1/2022
0.98,10:48:00 AM,7/1/2022
0.96,10:54:00 AM,7/1/2022
0.93,11:00:00 AM,7/1/2022
0.9,11:06:00 AM,7/1/2022
0.85,11:12:00 AM,7/1/2022
0.84,11:18:00 AM,7/1/2022
0.76,11:24:00 AM,7/1/2022
0.67,11:30:00 AM,7/1/2022
0.68,11:36:00 AM,7/1/2022
0.64,11:42:00 AM,7/1/2022
0.48,11:48:00 AM,7/1/2022
0.33,11:54:00 AM,7/1/2022
0.46,12:00:00 PM,7/1/2022
0.39,12:06:00 PM,7/1/2022
0.29,12:12:00 PM,7/1/2022
0.25,12:18:00 PM,7/1/2022
0.2,12:24:00 PM,7/1/2022
0.1,12:30:00 PM,7/1/2022
0.07,12:36:00 PM,7/1/2022
-0.02,12:42:00 PM,7/1/2022
-0.07,12:48:00 PM,7/1/2022
-0.15,12:54:00 PM,7/1/2022
-0.28,1:00:00 PM,7/1/2022
-0.29,1:06:00 PM,7/1/2022
-0.35,1:12:00 PM,7/1/2022
-0.45,1:18:00 PM,7/1/2022
-0.51,1:24:00 PM,7/1/2022
-0.6,1:30:00 PM,7/1/2022
-0.65,1:36:00 PM,7/1/2022
-0.69,1:42:00 PM,7/1/2022
-0.76,1:48:00 PM,7/1/2022
-0.83,1:54:00 PM,7/1/2022
-0.88,2:00:00 PM,7/1/2022
-0.95,2:06:00 PM,7/1/2022
-1.05,2:12:00 PM,7/1/2022
-1.11,2:18:00 PM,7/1/2022
-1.2,2:24:00 PM,7/1/2022
-1.23,2:30:00 PM,7/1/2022
-1.34,2:36:00 PM,7/1/2022
-1.39,2:42:00 PM,7/1/2022
-1.53,2:48:00 PM,7/1/2022
-1.53,2:54:00 PM,7/1/2022
-1.62,3:00:00 PM,7/1/2022
-1.73,3:06:00 PM,7/1/2022
-1.78,3:12:00 PM,7/1/2022
-1.8,3:18:00 PM,7/1/2022
-1.86,3:24:00 PM,7/1/2022
-1.94,3:30:00 PM,7/1/2022
-1.96,3:36:00 PM,7/1/2022
-1.98,3:42:00 PM,7/1/2022
-2.01,3:48:00 PM,7/1/2022
-2.04,3:54:00 PM,7/1/2022
-2.06,4:00:00 PM,7/1/2022
-2.07,4:06:00 PM,7/1/2022
-2.07,4:12:00 PM,7/1/2022
-2.08,4:18:00 PM,7/1/2022
-2.06,4:24:00 PM,7/1/2022
-2.03,4:30:00 PM,7/1/2022
-2,4:36:00 PM,7/1/2022
-1.99,4:42:00 PM,7/1/2022
-1.94,4:48:00 PM,7/1/2022
-1.86,4:54:00 PM,7/1/2022
-1.83,5:00:00 PM,7/1/2022
-1.78,5:06:00 PM,7/1/2022
-1.77,5:12:00 PM,7/1/2022
-1.66,5:18:00 PM,7/1/2022
-1.66,5:24:00 PM,7/1/2022
-1.6,5:30:00 PM,7/1/2022
-1.53,5:36:00 PM,7/1/2022
-1.47,5:42:00 PM,7/1/2022
-1.41,5:48:00 PM,7/1/2022
-1.32,5:54:00 PM,7/1/2022
-1.22,6:00:00 PM,7/1/2022
-1.15,6:06:00 PM,7/1/2022
-1.07,6:12:00 PM,7/1/2022
-1,6:18:00 PM,7/1/2022
-0.91,6:24:00 PM,7/1/2022
-0.86,6:30:00 PM,7/1/2022
-0.78,6:36:00 PM,7/1/2022
-0.7,6:42:00 PM,7/1/2022
-0.63,6:48:00 PM,7/1/2022
-0.53,6:54:00 PM,7/1/2022
-0.46,7:00:00 PM,7/1/2022
-0.42,7:06:00 PM,7/1/2022
-0.32,7:12:00 PM,7/1/2022
-0.24,7:18:00 PM,7/1/2022
-0.16,7:24:00 PM,7/1/2022
-0.11,7:30:00 PM,7/1/2022
-0.01,7:36:00 PM,7/1/2022
0.1,7:42:00 PM,7/1/2022
0.18,7:48:00 PM,7/1/2022
0.24,7:54:00 PM,7/1/2022
0.3,8:00:00 PM,7/1/2022
0.43,8:06:00 PM,7/1/2022
0.51,8:12:00 PM,7/1/2022
0.61,8:18:00 PM,7/1/2022
0.71,8:24:00 PM,7/1/2022
0.77,8:30:00 PM,7/1/2022
0.85,8:36:00 PM,7/1/2022
0.92,8:42:00 PM,7/1/2022
1,8:48:00 PM,7/1/2022
1.08,8:54:00 PM,7/1/2022
1.14,9:00:00 PM,7/1/2022
1.22,9:06:00 PM,7/1/2022
1.27,9:12:00 PM,7/1/2022
1.34,9:18:00 PM,7/1/2022
1.43,9:24:00 PM,7/1/2022
1.5,9:30:00 PM,7/1/2022
1.54,9:36:00 PM,7/1/2022
1.62,9:42:00 PM,7/1/2022
1.67,9:48:00 PM,7/1/2022
1.72,9:54:00 PM,7/1/2022
1.77,10:00:00 PM,7/1/2022
1.81,10:06:00 PM,7/1/2022
1.86,10:12:00 PM,7/1/2022
1.87,10:18:00 PM,7/1/2022
1.93,10:24:00 PM,7/1/2022
1.92,10:30:00 PM,7/1/2022
1.95,10:36:00 PM,7/1/2022
1.93,10:42:00 PM,7/1/2022
1.92,10:48:00 PM,7/1/2022
1.9,10:54:00 PM,7/1/2022
1.92,11:00:00 PM,7/1/2022
1.92,11:06:00 PM,7/1/2022
1.89,11:12:00 PM,7/1/2022
1.89,11:18:00 PM,7/1/2022
1.86,11:24:00 PM,7/1/2022
1.82,11:30:00 PM,7/1/2022
1.7,11:36:00 PM,7/1/2022
1.64,11:42:00 PM,7/1/2022
1.62,11:48:00 PM,7/1/2022
1.59,11:54:00 PM,7/1/2022
1.48,12:00:00 AM,7/2/2022
1.42,12:06:00 AM,7/2/2022
1.38,12:12:00 AM,7/2/2022
1.26,12:18:00 AM,7/2/2022
1.22,12:24:00 AM,7/2/2022
1.18,12:30:00 AM,7/2/2022
1.14,12:36:00 AM,7/2/2022
1.04,12:42:00 AM,7/2/2022
1.07,12:48:00 AM,7/2/2022
0.96,12:54:00 AM,7/2/2022
0.94,1:00:00 AM,7/2/2022
0.86,1:06:00 AM,7/2/2022
0.78,1:12:00 AM,7/2/2022
0.71,1:18:00 AM,7/2/2022
0.6,1:24:00 AM,7/2/2022
0.57,1:30:00 AM,7/2/2022
0.48,1:36:00 AM,7/2/2022
0.39,1:42:00 AM,7/2/2022
0.12,2:06:00 AM,7/2/2022
0.05,2:12:00 AM,7/2/2022
-0.03,2:18:00 AM,7/2/2022
-0.11,2:24:00 AM,7/2/2022
-0.15,2:30:00 AM,7/2/2022
-0.4,2:48:00 AM,7/2/2022
-0.49,2:54:00 AM,7/2/2022
-0.61,3:00:00 AM,7/2/2022
-0.62,3:06:00 AM,7/2/2022
-0.73,3:12:00 AM,7/2/2022
-0.99,3:18:00 AM,7/2/2022
-0.99,3:24:00 AM,7/2/2022
-1.11,3:30:00 AM,7/2/2022
-1.16,3:36:00 AM,7/2/2022
-1.18,3:42:00 AM,7/2/2022
-1.24,3:48:00 AM,7/2/2022
-1.23,3:54:00 AM,7/2/2022
-1.22,4:00:00 AM,7/2/2022
-1.26,4:06:00 AM,7/2/2022
-1.35,4:12:00 AM,7/2/2022
-1.4,4:18:00 AM,7/2/2022
-1.45,4:24:00 AM,7/2/2022
-1.51,4:27:00 AM,7/2/2022
-1.56,4:30:00 AM,7/2/2022
-1.69,4:36:00 AM,7/2/2022
-1.88,4:42:00 AM,7/2/2022
-1.83,4:48:00 AM,7/2/2022
-1.88,4:54:00 AM,7/2/2022
-1.92,5:00:00 AM,7/2/2022
-1.99,5:06:00 AM,7/2/2022
-1.96,5:12:00 AM,7/2/2022
-1.94,5:18:00 AM,7/2/2022
-1.87,5:24:00 AM,7/2/2022
-1.8,5:30:00 AM,7/2/2022
-1.81,5:36:00 AM,7/2/2022
-1.85,5:42:00 AM,7/2/2022
-1.9,5:48:00 AM,7/2/2022
-1.94,5:54:00 AM,7/2/2022
-1.92,6:00:00 AM,7/2/2022
-1.93,6:01:00 AM,7/2/2022
-1.88,6:06:00 AM,7/2/2022
-1.79,6:12:00 AM,7/2/2022
-1.69,6:18:00 AM,7/2/2022
-1.6,6:24:00 AM,7/2/2022
-1.56,6:30:00 AM,7/2/2022
-1.49,6:36:00 AM,7/2/2022
-1.4,6:42:00 AM,7/2/2022
-1.27,6:48:00 AM,7/2/2022
-1.2,6:54:00 AM,7/2/2022
-1.07,7:00:00 AM,7/2/2022
-1,7:06:00 AM,7/2/2022
-0.94,7:12:00 AM,7/2/2022
-0.88,7:18:00 AM,7/2/2022
-0.86,7:24:00 AM,7/2/2022
-0.83,7:30:00 AM,7/2/2022
-0.78,7:36:00 AM,7/2/2022
-0.68,7:42:00 AM,7/2/2022
-0.59,7:48:00 AM,7/2/2022
-0.55,7:54:00 AM,7/2/2022
-0.51,8:00:00 AM,7/2/2022
-0.42,8:06:00 AM,7/2/2022
-0.36,8:12:00 AM,7/2/2022
-0.3,8:18:00 AM,7/2/2022
-0.22,8:24:00 AM,7/2/2022
-0.16,8:30:00 AM,7/2/2022
-0.1,8:36:00 AM,7/2/2022
-0.04,8:42:00 AM,7/2/2022
0.03,8:48:00 AM,7/2/2022
0.06,8:54:00 AM,7/2/2022
0.13,9:00:00 AM,7/2/2022
0.2,9:06:00 AM,7/2/2022
0.25,9:12:00 AM,7/2/2022
0.32,9:18:00 AM,7/2/2022
0.36,9:24:00 AM,7/2/2022
0.4,9:30:00 AM,7/2/2022
0.47,9:36:00 AM,7/2/2022
0.53,9:42:00 AM,7/2/2022
0.56,9:48:00 AM,7/2/2022
0.5,9:54:00 AM,7/2/2022
0.71,10:00:00 AM,7/2/2022
0.74,10:06:00 AM,7/2/2022
0.85,10:12:00 AM,7/2/2022
0.94,10:18:00 AM,7/2/2022
1,10:24:00 AM,7/2/2022
1.08,10:36:00 AM,7/2/2022
1.18,10:42:00 AM,7/2/2022
1.19,10:48:00 AM,7/2/2022
1.21,10:54:00 AM,7/2/2022
1.24,11:00:00 AM,7/2/2022
1.24,11:06:00 AM,7/2/2022
1.19,11:12:00 AM,7/2/2022
1.18,11:18:00 AM,7/2/2022
1.14,11:24:00 AM,7/2/2022
1.22,11:30:00 AM,7/2/2022
1.31,11:36:00 AM,7/2/2022
1.3,11:42:00 AM,7/2/2022
1.3,11:48:00 AM,7/2/2022
1.31,11:54:00 AM,7/2/2022
1.14,12:00:00 PM,7/2/2022
1.16,12:06:00 PM,7/2/2022
1.11,12:12:00 PM,7/2/2022
1.07,12:18:00 PM,7/2/2022
1.09,12:24:00 PM,7/2/2022
0.74,12:48:00 PM,7/2/2022
0.68,12:54:00 PM,7/2/2022
0.6,1:00:00 PM,7/2/2022
0.61,1:06:00 PM,7/2/2022
0.47,1:12:00 PM,7/2/2022
0.37,1:18:00 PM,7/2/2022
0.35,1:24:00 PM,7/2/2022
0.25,1:30:00 PM,7/2/2022
0.2,1:36:00 PM,7/2/2022
0.08,1:42:00 PM,7/2/2022
0.07,1:48:00 PM,7/2/2022
0.08,1:54:00 PM,7/2/2022
-0.05,2:00:00 PM,7/2/2022
-0.21,2:06:00 PM,7/2/2022
-0.19,2:12:00 PM,7/2/2022
-0.28,2:18:00 PM,7/2/2022
-0.34,2:24:00 PM,7/2/2022
-0.41,2:30:00 PM,7/2/2022
-0.5,2:36:00 PM,7/2/2022
-0.61,2:42:00 PM,7/2/2022
-0.74,2:48:00 PM,7/2/2022
-0.86,2:54:00 PM,7/2/2022
-0.9,3:00:00 PM,7/2/2022
-0.99,3:06:00 PM,7/2/2022
-1.07,3:12:00 PM,7/2/2022
-1.11,3:18:00 PM,7/2/2022
-1.12,3:24:00 PM,7/2/2022
-1.26,3:33:00 PM,7/2/2022
-1.31,3:36:00 PM,7/2/2022
-1.32,3:42:00 PM,7/2/2022
-1.4,3:48:00 PM,7/2/2022
-1.41,3:54:00 PM,7/2/2022
-1.51,4:00:00 PM,7/2/2022
-1.55,4:06:00 PM,7/2/2022
-1.61,4:12:00 PM,7/2/2022
-1.67,4:18:00 PM,7/2/2022
-1.72,4:24:00 PM,7/2/2022
-1.8,4:30:00 PM,7/2/2022
-1.8,4:36:00 PM,7/2/2022
-1.79,4:42:00 PM,7/2/2022
-1.86,4:48:00 PM,7/2/2022
-1.76,4:54:00 PM,7/2/2022
-1.75,5:00:00 PM,7/2/2022
-1.71,5:06:00 PM,7/2/2022
-1.66,5:12:00 PM,7/2/2022
-1.61,5:18:00 PM,7/2/2022
-1.6,5:24:00 PM,7/2/2022
-1.58,5:36:00 PM,7/2/2022
-1.53,5:42:00 PM,7/2/2022
-1.52,5:48:00 PM,7/2/2022
-1.5,5:54:00 PM,7/2/2022
-1.47,6:00:00 PM,7/2/2022
-1.33,6:06:00 PM,7/2/2022
-1.3,6:12:00 PM,7/2/2022
-1.18,6:18:00 PM,7/2/2022
-1.12,6:24:00 PM,7/2/2022
-1.04,6:30:00 PM,7/2/2022
-0.98,6:36:00 PM,7/2/2022
-0.94,6:42:00 PM,7/2/2022
-0.86,6:48:00 PM,7/2/2022
-0.75,6:54:00 PM,7/2/2022
-0.7,7:00:00 PM,7/2/2022
-0.63,7:06:00 PM,7/2/2022
-0.56,7:12:00 PM,7/2/2022
-0.51,7:18:00 PM,7/2/2022
-0.41,7:24:00 PM,7/2/2022
-0.31,7:30:00 PM,7/2/2022
-0.26,7:36:00 PM,7/2/2022
-0.22,7:42:00 PM,7/2/2022
-0.15,7:48:00 PM,7/2/2022
-0.11,7:54:00 PM,7/2/2022
0,8:00:00 PM,7/2/2022
0.08,8:06:00 PM,7/2/2022
0.17,8:12:00 PM,7/2/2022
0.26,8:18:00 PM,7/2/2022
0.32,8:24:00 PM,7/2/2022
0.43,8:30:00 PM,7/2/2022
0.53,8:36:00 PM,7/2/2022
0.62,8:42:00 PM,7/2/2022
0.7,8:48:00 PM,7/2/2022
0.77,8:54:00 PM,7/2/2022
0.85,9:00:00 PM,7/2/2022
0.89,9:06:00 PM,7/2/2022
0.98,9:12:00 PM,7/2/2022
1.03,9:18:00 PM,7/2/2022
1.1,9:24:00 PM,7/2/2022
1.12,9:30:00 PM,7/2/2022
1.18,9:36:00 PM,7/2/2022
1.26,9:42:00 PM,7/2/2022
1.32,9:48:00 PM,7/2/2022
1.36,9:54:00 PM,7/2/2022
1.45,10:00:00 PM,7/2/2022
1.48,10:06:00 PM,7/2/2022
1.54,10:12:00 PM,7/2/2022
1.58,10:18:00 PM,7/2/2022
1.65,10:24:00 PM,7/2/2022
1.68,10:30:00 PM,7/2/2022
1.69,10:36:00 PM,7/2/2022
1.75,10:42:00 PM,7/2/2022
1.74,10:48:00 PM,7/2/2022
1.85,10:54:00 PM,7/2/2022
1.87,11:00:00 PM,7/2/2022
1.92,11:06:00 PM,7/2/2022
1.91,11:12:00 PM,7/2/2022
1.95,11:18:00 PM,7/2/2022
1.94,11:24:00 PM,7/2/2022
1.92,11:30:00 PM,7/2/2022
1.87,11:36:00 PM,7/2/2022
1.9,11:42:00 PM,7/2/2022
1.94,11:48:00 PM,7/2/2022
1.87,11:54:00 PM,7/2/2022
1.79,12:00:00 AM,7/3/2022
1.79,12:06:00 AM,7/3/2022
1.76,12:12:00 AM,7/3/2022
1.75,12:18:00 AM,7/3/2022
1.71,12:24:00 AM,7/3/2022
1.7,12:30:00 AM,7/3/2022
1.53,12:48:00 AM,7/3/2022
1.48,12:54:00 AM,7/3/2022
1.42,1:00:00 AM,7/3/2022
1.35,1:06:00 AM,7/3/2022
1.33,1:12:00 AM,7/3/2022
1.26,1:18:00 AM,7/3/2022
1.19,1:24:00 AM,7/3/2022
1.11,1:30:00 AM,7/3/2022
1.03,1:36:00 AM,7/3/2022
0.97,1:42:00 AM,7/3/2022
0.65,2:06:00 AM,7/3/2022
0.59,2:12:00 AM,7/3/2022
0.5,2:18:00 AM,7/3/2022
0.42,2:24:00 AM,7/3/2022
0.35,2:30:00 AM,7/3/2022
0.08,2:48:00 AM,7/3/2022
0.02,2:54:00 AM,7/3/2022
-0.1,3:00:00 AM,7/3/2022
-0.15,3:06:00 AM,7/3/2022
-0.24,3:12:00 AM,7/3/2022
-0.34,3:18:00 AM,7/3/2022
-0.41,3:24:00 AM,7/3/2022
-0.49,3:30:00 AM,7/3/2022
-0.57,3:36:00 AM,7/3/2022
-0.65,3:42:00 AM,7/3/2022
-0.72,3:48:00 AM,7/3/2022
-0.78,3:54:00 AM,7/3/2022
-0.89,4:00:00 AM,7/3/2022
-0.95,4:06:00 AM,7/3/2022
-1.02,4:12:00 AM,7/3/2022
-1.13,4:18:00 AM,7/3/2022
-1.19,4:24:00 AM,7/3/2022
-1.25,4:30:00 AM,7/3/2022
-1.3,4:36:00 AM,7/3/2022
-1.36,4:42:00 AM,7/3/2022
-1.42,4:48:00 AM,7/3/2022
-1.45,4:54:00 AM,7/3/2022
-1.49,5:00:00 AM,7/3/2022
-1.52,5:06:00 AM,7/3/2022
-1.52,5:12:00 AM,7/3/2022
-1.59,5:18:00 AM,7/3/2022
-1.64,5:24:00 AM,7/3/2022
-1.73,5:36:00 AM,7/3/2022
-1.76,5:42:00 AM,7/3/2022
